0	0.666667
1	0.571429
2	0.25
3	0.638554
4	0.557895
5	0.328358
6	0.533679
7	0.558824
8	0.590631
9	0.533597
10	0.504803
11	0.477462
12	0.499165
13	0.470962
14	0.456297
15	0.44727
16	0.425523
17	0.425995
18	0.404728
19	0.400149
20	0.385216
21	0.373559
22	0.35085
23	0.34712
24	0.330773
25	0.310731
26	0.308822
27	0.2966
28	0.289504
29	0.281558
30	0.267854
31	0.251243
32	0.25387
33	0.246357
34	0.23381
35	0.226525
36	0.222164
37	0.213711
38	0.197996
39	0.197212
40	0.182755
41	0.179822
42	0.176369
43	0.171359
44	0.170764
45	0.160787
46	0.155477
47	0.156571
48	0.149807
49	0.143691
50	0.13806
51	0.140175
52	0.129459
53	0.120873
54	0.128617
55	0.120693
56	0.120477
57	0.113162
58	0.10928
59	0.110036
60	0.111686
61	0.103423
62	0.104061
63	0.097772
64	0.0943911
65	0.097526
66	0.0870968
67	0.0815025
68	0.0890649
69	0.0884913
70	0.086907
71	0.0793833
72	0.0755509
73	0.0792012
74	0.0752159
75	0.0790192
76	0.0712681
77	0.0706172
78	0.0614486
79	0.065791
80	0.0658672
81	0.0685576
82	0.0606061
83	0.0682787
84	0.0553453
85	0.0585703
86	0.0573647
87	0.0599917
88	0.0586653
89	0.0594311
90	0.0495147
91	0.0587921
92	0.0505595
93	0.0570578
94	0.0527887
95	0.0560712
96	0.0614413
97	0.051293
98	0.0514746
99	0.0588257
100	0.0519552
101	0.0551572
102	0.0416636
103	0.05176
104	0.0485708
105	0.0421743
106	0.0496779
107	0.0408851
108	0.046179
109	0.0342028
110	0.0429478
111	0.0385584
112	0.0397124
113	0.0338535
114	0.0419571
115	0.0457272
116	0.0370771
117	0.0410495
118	0.0348738
119	0.0412991
120	0.0346928
121	0.0481626
122	0.0261087
123	0.0436454
124	0.03835
125	0.0270309
126	0.039658
127	0.0423071
128	0.0344743
129	0.0364876
130	0.0442089
131	0.0307011
132	0.0326025
133	0.0336143
134	0.0284218
135	0.032583
136	0.0472048
137	0.040109
138	0.0338326
139	0.0328211
140	0.0289256
141	0.0341594
142	0.0362306
143	0.0342922
144	0.0288113
145	0.0434581
146	0.0387817
147	0.0291057
148	0.0282368
149	0.032763
150	0.0284311
151	0.0275191
152	0.0238168
153	0.0323739
154	0.0313108
155	0.0324729
156	0.0303107
157	0.0248289
158	0.0247051
159	0.0340381
160	0.043387
161	0.0354349
162	0.0287169
163	0.0211673
164	0.029424
165	0.0322446
166	0.0164037
167	0.0302429
168	0.0359919
169	0.0245547
170	0.0189791
171	0.0301259
172	0.0255993
173	0.0160197
174	0.0265339
175	0.0304156
176	0.0289017
177	0.0260489
178	0.0220709
179	0.0242125
180	0.033099
181	0.0302371
182	0.0250485
183	0.0265326
184	0.0395844
185	0.0251197
186	0.0252883
187	0.0257162
188	0.0398615
189	0.0294041
190	0.0240902
191	0.0200793
192	0.0374063
193	0.0405344
194	0.0331973
195	0.0242576
196	0.0252251
197	0.0165114
198	0.0294778
199	0.0306637
200	0.0311688
201	0.0249857
202	0.0125383
203	0.0341151
204	0.0173863
205	0.0272082
206	0.0266179
207	0.0360305
208	0.0235878
209	0.0327103
210	0.0355152
211	0.0342298
212	0.0342875
213	0.0356027
214	0.0290549
215	0.027869
216	0.0158364
217	0.0264327
218	0.02979
219	0.036047
220	0.0245238
221	0.03427
222	0.0270908
223	0.024949
224	0.0415786
225	0.0256471
226	0.0122699
227	0.0266128
228	0.021747
229	0.0228836
230	0.0433983
231	0.0242086
232	0.0417726
233	0.0277949
234	0.0278771
235	0.0349732
236	0.021797
237	0.0093255
238	0.0257
239	0.0246575
240	0.0120608
241	0.0267786
242	0.0174089
243	0.00427407
244	0.0222729
245	0.0245424
246	0.0276414
247	0.0340174
248	0.0378527
249	0.0201991
250	0.0216169
251	0.028281
252	0.036129
253	0.0222124
254	0.0247148
255	0.0173031
256	0.029345
257	0.0144841
258	0.0456451
259	0.0241076
260	0.0165713
261	0.0237762
262	0.0240347
263	0.0359177
264	0.0434511
265	0.0356627
266	0.0306367
267	0.0431289
268	0.0342298
269	0.0258427
270	0.021607
271	-0.00248633
272	0.0286243
273	0.0296412
274	0.0239571
275	0.0218929
276	0.0224662
277	0.0370047
278	0.0352308
279	0.028777
280	0.0531798
281	0.0305139
282	0.0316667
283	0.0305701
284	0.0180512
285	0.0427303
286	0.0257527
287	0.0350409
288	0.0246026
289	0.0265806
290	0.0392157
291	0.0306423
292	0.0492067
293	0.0300797
294	0.0179592
295	0.0173363
296	0.0315008
297	0.0225747
298	0.0383407
299	0.0215783
300	0.0175476
301	0.0232266
302	0.0433962
303	0.0201101
304	0.019751
305	0.0471718
306	0.0250165
307	0.0160462
308	0.0215527
309	0.0236167
310	0.023842
311	0.0279863
312	0.0310728
313	0.0338632
314	0.0406091
315	0.0432931
316	0.0308117
317	0.0286944
318	0.0283518
319	0.0167151
320	0.0481545
321	0.0318441
322	0.0281375
323	0.0159823
324	0.0303951
325	0.0206082
326	0.0325606
327	0.0220165
328	0.0346074
329	0.0143516
330	0.0318848
331	0.0383247
332	0.036192
333	0.0174807
334	0.0105374
335	0.0273468
336	0.0316717
337	0.019184
338	0.0291262
339	0.0113269
340	0.042193
341	0.0395683
342	0.0186125
343	0.0172272
344	0.0493685
345	0.0529974
346	0.0385965
347	0.037872
348	0.0155989
349	0.0407386
350	0.0365217
351	0.0222969
352	0.032458
353	0.0277778
354	0.0304648
355	0.00408291
356	0.0161832
357	0.013245
358	0.0200438
359	0.0491751
360	0.0247908
361	0.0579942
362	0.0291262
363	0.0305677
364	0.0234576
365	0.024903
366	0.0246792
367	0.00370121
368	0.0389434
369	0.0297131
370	0.0330832
371	0.0403226
372	0.0112202
373	0.0237113
374	0.0392089
375	0.0221587
376	0.0322917
377	0.041652
378	0.017316
379	0.052
380	0.0384615
381	0.0339528
382	0.0450928
383	0.0285714
384	0.0441176
385	0.0234375
386	0.0298396
387	0.043609
388	0.0257673
389	0.0204082
390	0.0168675
391	0.0159046
392	0.0523828
393	0.0360577
394	0.0153846
395	-0.00200965
396	0.0531324
397	0.0275192
398	0.0581247
399	0.00863132
400	0.00404858
401	0.0216086
402	0.0362628
403	0.0296736
404	0.0578834
405	0.0259414
406	0.0271993
407	0.0378355
408	0.0328358
409	-0.00605013
410	0.0125759
411	0.0333045
412	0.0389551
413	0.0345884
414	0.0302198
415	0.02408
416	0.0601221
417	0.0623229
418	0.0294118
419	0.0359645
420	0.00533204
421	-0.00300752
422	0.0286408
423	0.0350545
424	0.0150943
425	0.0387909
426	0.0392532
427	0.0335089
428	0.0141557
429	0.0298273
430	0.0219342
431	0.0323054
432	0.05
433	0.0302254
434	0.0612137
435	0.036036
436	0.05837
